Market,Symbol,StockName,StockEnName
UPCOM,PAT,Công ty Cổ phần Phốt pho Apatit Việt Nam,Vietnam Apatite - Phosphorus Joint Stock Company
UPCOM,PBC,Công ty Cổ phần Dược Phẩm Trung ương 1 - Pharbaco,Pharbaco Central Pharmaceutical Joint Stock Company No. 1
HNX,PBP,Công ty Cổ phần Bao bì Dầu khí Việt Nam,PetroVietnam Packaging Joint Stock Company
UPCOM,PBT,Công ty Cổ Phần Bao bì và Thương mại Dầu khí Bình Sơn,Binh Son Petroleum Packaging And Trading Joint Stock Company
HOSE,PC1,CTCP TAP DOAN PC1,PC1 Group Joint Stock Company
UPCOM,PCC,Công ty Cổ phần Tập đoàn Xây lắp 1 - Petrolimex,Petrolimex Construction 1 Joint Stock Company Group
HNX,PCE,Công ty Cổ phần Phân bón và hóa chất dầu khí Miền Trung,Central Petrovietnam Fertilizer and Chemicals Joint Stock Company
UPCOM,PCF,Công ty Cổ phần Cà phê PETEC,PETEC Coffee Joint Stock Company
HNX,PCG,Công ty Cổ phần Đầu tư Phát triển Gas Đô thị,PetroVietnam Gas City Investment and Deverlopment Joint Stock Company
HNX,PCH,Công ty Cổ phần Nhựa Picomat,Picomat Plastic Joint Stock Company
UPCOM,PCM,Công ty Cổ phần Vật liệu Xây dựng Bưu điện,Post and Telecommunications Construction Material Joint Stock Company
UPCOM,PCN,Công ty Cổ phần Hóa phẩm dầu khí DMC - Miền Bắc,DMC - Northern Petroleum Chemicals Joint Stock Company
HNX,PCT,Công ty Cổ phần Vận tải Biển Global Pacific,Global Pacific Shipping Joint Stock Company
HNX,PDB,Công ty Cổ phần Tập đoàn Đầu tư DIN Capital,DIN Capital Investment Group Joint Stock Company
UPCOM,PDC,Công ty Cổ phần Du lịch Dầu khí Phương Đông,Phuong Dong Petroleum Tourism Joint Stock Company
HOSE,PDN,CTCP CANG DONG NAI,Dong Nai Port Joint Stock Company
HOSE,PDR,CTCP PT BDS PHAT DAT,Phat Dat Real Estate Development Corporation
UPCOM,PDV,Công ty Cổ phần Vận tải và Tiếp vận Phương Đông Việt,Phuong Dong Viet Shipping and Logistics Corporation
UPCOM,PEC,Công ty Cổ phần Cơ khí Điện lực,Power Engineering Joint Stock Company
UPCOM,PEG,Tổng Công ty Thương mại Kỹ thuật và Đầu tư - Công ty Cổ phần,PETEC Trading and Investment Corporation
HNX,PEN,Công ty Cổ phần Xây lắp III Petrolimex,Petrolimex Installation No.3 joint stock company
UPCOM,PEQ,Công ty Cổ phần Thiết bị xăng dầu Petrolimex,Petrolimex Equipment Joint Stock Company
HOSE,PET,TONG CTCP DV TONG HOP DK,Petrovietnam General Services Corporation
UPCOM,PFL,Công ty Cổ phần Dầu khí Đông Đô,Petroleum Dong Do Joint Stock Company
UPCOM,PGB,Ngân hàng Thương mại Cổ phần Thịnh vượng và Phát triển,Prosperity and Growth Commercial Joint Stock Bank
HOSE,PGC,TCT GAS PETROLIMEX-CTCP,Petrolimex Gas Corporation - Joint Stock Company
HOSE,PGD,CTCP PP KTA DAU KHI VN,Petro Viet Nam Low Pressure Gas Distribution Joint Stock Company
HOSE,PGI,TCTCP BAO HIEM PETROLIMEX,Petrolimex Insurance Corporation
HNX,PGN,Công ty Cổ phần Phụ Gia Nhựa,Plastic Additives Joint Stock Company
HNX,PGS,Công ty Cổ phần Kinh doanh Khí Miền Nam,Southern Gas Trading Joint Stock Company
HNX,PGT,Công ty Cổ phần PGT Holdings,PGT Holdings Joint Stock Company
HOSE,PGV,TCT PHAT DIEN 3-CTCP,Power Generation Joint Stock Corporation 3
HOSE,PHC,CTCP XD PHUC HUNG HOLDING,Phuc Hung Holdings Construction Joint Stock Company
UPCOM,PHH,Công ty Cổ phần Hồng Hà Việt Nam,Hong Ha Vietnam Joint Stock Company
HNX,PHN,Công ty Cổ phần Pin Hà Nội,Hanoi Battery Joint Stock Company
UPCOM,PHP,Công ty Cổ phần Cảng Hải Phòng,Port of Hai Phong Joint Stock Company
HOSE,PHR,CTCP CAO SU PHUOC HOA,Phuoc Hoa Rubber Joint Stock Company
UPCOM,PHS,Công ty Cổ phần Chứng khoán Phú Hưng,Phu Hung Securities Corporation
HNX,PIA,Công ty Cổ phần Tin học Viễn thông Petrolimex,Petrolimex Information Technology and Telecommunication Joint Stock Company
HNX,PIC,Công ty Cổ phần Đầu tư Điện lực 3,PC3-Investment Joint Stock Company
UPCOM,PID,Công ty Cổ phần Trang trí nội thất Dầu khí,Petroleum Interior Decoration Joint Stock Company
UPCOM,PIS,Tổng Công ty Pisico Bình Định - Công ty Cổ phần,PISICO Binh Dinh Corporation Joint Stock Company
HOSE,PIT,CTCP XNK PETROLIMEX,Petrolimex International Trading Joint Stock Company
UPCOM,PIV,Công ty Cổ phần PIV,PIV Joint Stock Company
HNX,PJC,Công ty Cổ phần Thương mại và Vận tải Petrolimex Hà Nội,Petrolimex Ha Noi Transportation and Trading Joint-Stock Company
UPCOM,PJS,Công ty Cổ phần Cấp nước Phú Hòa Tân,Phu Hoa Tan Water Supply Joint Stock Company
HOSE,PJT,CTCP VTXD DT PETROLIMEX,Petrolimex Joint Stock Tanker Company
UPCOM,PLA,Công ty Cổ phần Đầu tư và Dịch vụ hạ tầng Xăng dầu,Petroleum Logistic Service and Investment Joint Stock Company
HNX,PLC,Tổng Công ty Hóa dầu Petrolimex - Công ty Cổ phần,Petrolimex Petrochemical Corporation
UPCOM,PLE,Công ty Cổ phần Tư vấn Xây dựng Petrolimex,Petrolimex Engineering Joint Stock Company
UPCOM,PLO,Công ty Cổ phần Kho vận Petec,Petec Logistics Joint Stock Company
HOSE,PLP,CTCP SX & CN NHUA PHA LE,Pha Le Plastics Manufacturing and Technology Joint Stock Company
HOSE,PLX,TAP DOAN XANG DAU VN,Vietnam National Petroleum Group
HNX,PMB,Công ty Cổ phần Phân bón và Hóa chất Dầu khí Miền Bắc,North PetroVietnam Fertilizer and Chemicals Joint Stock Company
HNX,PMC,Công ty Cổ phần Dược phẩm Dược liệu Pharmedic,Pharmedic Pharmaceutical Medicinal Joint Stock Company
HOSE,PMG,CTCP DTSX PETRO MIENTRUNG,Petro Center Corporation
UPCOM,PMJ,Công ty cổ phần Vật tư Bưu điện,Posts and Telecommunications Material Supply Joint Stock Company
HNX,PMP,Công ty Cổ phần Bao bì Đạm Phú Mỹ,Dam Phu My Packing Joint Stock Company
HNX,PMS,Công ty Cổ phần Cơ khí Xăng dầu,Petroleum Mechanical Joint Stock Company
UPCOM,PMT,Công ty Cổ phần Viễn thông Telvina Việt Nam,Telvina Vietnam Communication Joint Stock Company
UPCOM,PMW,Công ty Cổ phần Cấp Nước Phú Mỹ,Phu My Water Supply Joint-Stock Company
HOSE,PNC,CTCP VAN HOA PHUONG NAM,Phuong Nam Cultural Joint Stock Company
UPCOM,PND,Công ty Cổ phần Xăng dầu Dầu khí Nam Định,PetroVietnam Oil Nam Dinh Joint Stock Company
UPCOM,PNG,Công ty Cổ phần Thương Mại Phú Nhuận,Phu Nhuan Trading Joint Stock Company
HOSE,PNJ,CTCP VB DQ PHU NHUAN,Phu Nhuan Jewelry Joint Stock Company
UPCOM,PNP,Công ty Cổ phần Tân Cảng – Phú Hữu,Huu Phu - Newport Corporation
UPCOM,PNT,Công ty Cổ phần Kỹ thuật Xây dựng Phú Nhuận,Phu Nhuan Technical Construction Joint Stock Company
UPCOM,POB,Công ty Cổ phần Xăng dầu Dầu khí Thái Bình,Thai Binh Petrovietnam Oil Joint Stock Company
UPCOM,POM,Công ty Cổ phần Thép Pomina,Pomina Steel Corporation
UPCOM,POS,"Công ty Cổ phần Dịch vụ lắp đặt, vận hành và bảo dưỡng công trình dầu khí biển PTSC",PTSC Offshore Services Joint Stock Company
HNX,POT,Công ty Cổ phần Thiết bị Bưu điện,Post and Telecommunication Equipment Joint Stock Company
UPCOM,POV,Công ty Cổ phần Xăng dầu Dầu khí Vũng Áng,Vung Ang Petroleum Joint Stock Company
HOSE,POW,TCT DIEN LUC DAU KHI VN,PetroVietnam Power Corporation
HOSE,PPC,CTCP NHIET DIEN PHA LAI,Pha Lai Thermal Power Joint Stock Company
HNX,PPE,Công ty Cổ phần Tư vấn Đầu tư PP Enterprise,PP Enterprise Investment Consultancy Joint Stock Company
UPCOM,PPH,Tổng Công ty Cổ phần Phong Phú,Phong Phu Corporation
UPCOM,PPI,Công ty Cổ phần Đầu tư và Phát triển dự án hạ tầng Thái Bình Dương,Pacific Infrastructure Project Development And Investment Corporation
HNX,PPP,Công ty Cổ phần Dược phẩm Phong Phú,Phong Phu Pharmaceutical Joint Stock Company
HNX,PPS,Công ty Cổ phần Dịch vụ Kỹ thuật Điện lực Dầu khí Việt Nam,PetroVietnam Power Services Joint Stock Company
HNX,PPT,Công ty cổ phần Petro Times,Petro Times Joint Stock Company
HNX,PPY,Công ty Cổ phần Xăng dầu dầu khí Phú Yên,Petrovietnam Oil Phu Yen Joint Stock Company
UPCOM,PQN,Công ty Cổ phần Dịch vụ Dầu khí Quảng Ngãi PTSC,PTSC Quang Ngai Joint Stock Company
HNX,PRC,Công ty Cổ phần Logistics Portserco,Portserco Logistics Joint Stock Company
HNX,PRE,Tổng Công ty Cổ phần Tái bảo hiểm Hà Nội,Hanoi Reinsurance Joint Stock Corporation
UPCOM,PRO,Công ty Cổ phần Procimex Việt Nam,Viet Nam  Procimex Joint Stock Company
UPCOM,PRT,Tổng Công ty Sản xuất - Xuất nhập khẩu Bình Dương - Công ty cổ phần,Binh Duong Producing and Trading Corporation
UPCOM,PSB,Công ty Cổ phần Đầu tư Dầu khí Sao Mai Bến Đình,Sao Mai - Ben Dinh Petroleum Investment Joint Stock Company
HNX,PSC,Công ty Cổ phần Vận tải và Dịch vụ Petrolimex Sài Gòn,Petrolimex Saigon Transportation And Service Joint Stock Company
HNX,PSD,Công ty Cổ phần Dịch vụ Phân phối Tổng hợp Dầu khí,Petroleum General Distribution Services Joint Stock Company
HNX,PSE,Công ty Cổ phần Phân bón và hóa chất dầu khí Đông Nam Bộ,South-East PetroVietnam Fertilizer and Chemicals Joint Stock Company
UPCOM,PSG,Công ty Cổ phần Đầu tư và Xây lắp Dầu khí Sài Gòn,Saigon Petroleum Construction and Investment Joint Stock Company
HOSE,PSH,CTCP TMDT DK NAM SONG HAU,Nam Song Hau Trading Investing Petroleum Joint Stock Company
HNX,PSI,Công ty Cổ phần Chứng khoán Dầu khí,Petrovietnam Securities Incorporated
UPCOM,PSL,Công ty Cổ phần Chăn nuôi Phú Sơn,Phu Son LiveStock Joint Stock Company
UPCOM,PSN,Công ty Cổ phần Dịch vụ Kỹ thuật PTSC Thanh Hóa,PTSC Thanh Hoa Technical Services Company
UPCOM,PSP,Công ty Cổ phần Cảng Dịch vụ Dầu khí Đình Vũ,Dinh Vu Petroleum Service Port Joint Stock Company
HNX,PSW,Công ty Cổ phần Phân bón và hóa chất dầu khí Tây Nam Bộ,South West PetroVietNam Fertilizer and Chemicals Joint Stock Company
HOSE,PTB,CTCP PHU TAI,Phu Tai Joint Stock Company
HOSE,PTC,CTCP DAU TU ICAPITAL,ICAPITAL Investment Joint Stock Company
HNX,PTD,Công ty Cổ phần Thiết kế - Xây dựng - Thương mại Phúc Thịnh,Phuc Thinh Design Construction Trading Corporation
UPCOM,PTE,Công ty Cổ phần Xi măng Phú Thọ,Phu Tho Cement Joint Stock Company
UPCOM,PTG,Công ty Cổ phần May Xuất Khẩu Phan Thiết,Phan Thiet Garment Import Export Joint Stock Company
UPCOM,PTH,Công ty Cổ phần Vận tải và Dịch vụ Petrolimex Hà Tây,Ha Tay Petrolimex Transportation and Service JSC
HNX,PTI,Tổng Công ty Cổ phần Bảo hiểm Bưu điện,Post & Telecommunication Joint Stock Insurance Corporation
HOSE,PTL,CTCP VICTORY CAPITAL,Victory Capital Joint Stock Company
UPCOM,PTO,Công ty Cổ phần Dịch vụ - Xây dựng Công trình Bưu điện,Post and Telecommunication Services Construction Work Joint Stock Company
UPCOM,PTP,Công ty Cổ phần Dịch vụ Viễn Thông và In Bưu điện,Post Printing And Telecommunication Services Joint Stock Company
HNX,PTS,Công ty Cổ phần Vận tải và Dịch vụ Petrolimex Hải Phòng,Hai Phong Petrolimex Transportation and Services Joint Stock Company
UPCOM,PTT,Công ty Cổ phần Vận tải Dầu khí Đông Dương,Indochina Petroleum Transportation Joint Stock Company
UPCOM,PTV,Công ty Cổ phần Thương mại Dầu khí,Petroleum Trading Joint Stock Company
UPCOM,PTX,Công ty Cổ phần Vận tải và Dịch vụ Petrolimex Nghệ Tĩnh,Petrolimex Nghe Tinh Transportation and Service Joint Stock Company
HNX,PV2,Công ty Cổ phần Đầu tư PV2,PV2 Investment Joint Stock Company
UPCOM,PVA,Công ty Cổ phần Tổng Công ty Xây lắp Dầu khí Nghệ An,PetroVietnam - Nghe An Construction Joint Stock Corporation
HNX,PVB,Công ty Cổ phần Bọc ống Dầu khí Việt Nam,PetroVietnam Coating Joint Stock Company
HNX,PVC,Tổng Công ty Hóa chất và Dịch vụ Dầu khí - Công ty Cổ phần,Petrovietnam Chemical and Services Corporation
HOSE,PVD,CTCP KHOAN VA DV DAU KHI,PetroVietNam Driling & Well Services Corporation
UPCOM,PVE,Tổng Công ty Tư vấn Thiết kế Dầu khí - Công ty Cổ phần,PetroVietnam Engineering Corporation
HNX,PVG,Công ty Cổ phần Kinh doanh LPG Việt Nam,Petro Vietnam LPG Joint Stock Company
UPCOM,PVH,Công ty Cổ phần Xây lắp Dầu khí Thanh Hóa,Thanh Hoa Petroleum Construction Joint Stock Company
HNX,PVI,Công ty Cổ phần PVI,PVI Holdings
UPCOM,PVL,Công ty Cổ phần Đầu tư Nhà Đất Việt,Viet Property Investment Joint Stock Company
UPCOM,PVM,Công ty Cổ phần Máy - Thiết bị Dầu khí,Petrovietnam Machinery-Technology Joint Stock Company
UPCOM,PVO,Công ty Cổ phần Dầu nhờn PV Oil,PV Oil Lube Joint Stock Company
HOSE,PVP,CTCP VAN TAI DAU KHI TBD,Pacific Petroleum Transportation Joint Stock Company
UPCOM,PVR,Công ty Cổ phần Đầu tư PVR Hà Nội,Ha Noi PVR Investment Joint Stock Company
HNX,PVS,Tổng Công ty Cổ phần Dịch vụ Kỹ thuật Dầu khí Việt Nam,PetroVietnam Technical Services Corporation
HOSE,PVT,TCT CP VAN TAI DAU KHI,PetroVietNam Transportation Corporation
UPCOM,PVV,Công ty Cổ phần Vinaconex 39,Vinaconex 39 Joint Stock Company
UPCOM,PVX,Tổng Công ty Cổ phần Xây lắp Dầu khí Việt Nam,Petro Vietnam Construction Joint Stock Corporation
UPCOM,PVY,Công ty Cổ phần Chế tạo Giàn khoan Dầu khí,PetroVietnam Marine Shipyard Joint Stock Company
UPCOM,PWA,Công ty Cổ phần Bất động sản dầu khí,Petrowaco Property Joint Stock Company
UPCOM,PWS,Công ty Cổ phần Cấp thoát nước Phú Yên,Phu Yen Water Supply and Sewerage Joint Stock Company
UPCOM,PX1,Công ty Cổ phần Xi măng Sông Lam 2,Cement Joint Stock Company Song Lam 2
UPCOM,PXA,Công ty Cổ phần Đầu tư và Thương mại Dầu khí Nghệ An,PetroVietnam - Nghe An Investment & Trading Joint Stock Company
UPCOM,PXC,Công ty Cổ phần Phát triển Đô thị Dầu khí,Petrovietnam Urban Develoment Joint Stock Company
UPCOM,PXI,Công ty Cổ phần Xây dựng Công nghiệp và Dân dụng Dầu khí,Petroleum Industrial and Civil Construction Joint Stock Company
UPCOM,PXL,Công ty Cổ phần Đầu tư Khu Công Nghiệp Dầu khí Long Sơn,Long Son Petroleum Industrial Zone Investment Joint Stock Company
UPCOM,PXM,Công ty Cổ phần Xây lắp Dầu khí Miền Trung,Mientrung Petroleum Construction Joint Stock Company
UPCOM,PXS,Công ty Cổ phần Kết cấu Kim loại và Lắp máy Dầu khí,Petroleum Equipment Assembly And Metal Structure Joint Stock Company
UPCOM,PXT,Công ty Cổ phần Xây lắp Đường ống Bể chứa Dầu khí,Petroleum Pipeline And Tank Construction Joint Stock Company
UPCOM,QBS,Công ty Cổ phần Xuất nhập khẩu Quảng Bình,Quang Binh Import And Export Joint Stock Company
UPCOM,QCC,Công ty Cổ phần Đầu tư Xây dựng và Phát triển Hạ tầng Viễn Thông,Construction Investment and Telecommunications Infrastructure Development Joint Stock Company
HOSE,QCG,CTCP QUOC CUONG GIA LAI,Quoc Cuong Gia Lai Joint Stock Company
HNX,QHD,Công ty Cổ phần Que hàn điện Việt Đức,Viet-Duc Welding Electrode Joint Stock Company
UPCOM,QHW,Công ty Cổ phần Nước khoáng Quảng Ninh,Quang Ninh Mineral Water Corporation
UPCOM,QNC,Công ty Cổ phần Xi măng và Xây dựng Quảng Ninh,Quang Ninh Construction and Cement Joint Stock Company
HOSE,QNP,CTCP CANG QUY NHON,Quy Nhon Port Joint Stock Company
UPCOM,QNS,Công ty Cổ phần Đường Quảng Ngãi,Quang Ngai Sugar Joint Stock Company
UPCOM,QNT,Công ty Cổ phần Tư vấn và Đầu tư Phát triển Quảng Nam,Quang Nam Consulting and Investment Development Joint Stock Company
UPCOM,QNU,Công ty Cổ phần Môi trường Đô thị Quảng Nam,Quang Nam Urban Environment Joint Stock Company
UPCOM,QNW,Công ty Cổ phần Cấp thoát nước và xây dựng Quảng Ngãi,Quang Ngai Water Supply Sewerage and Construction Joint Stock Company
UPCOM,QPH,Công ty Cổ phần Thủy điện Quế Phong,Que Phong Hydropower Joint Stock Company
UPCOM,QSP,Công ty Cổ phần Tân cảng Quy Nhơn,Quy Nhon New Port Joint Stock Company
HNX,QST,Công ty Cổ phần Sách và Thiết bị trường học Quảng Ninh,Quang Ninh Book And Educational Equipment Joint Stock Company
HNX,QTC,Công ty Cổ phần Công trình Giao thông Vận tải Quảng Nam,Quang Nam Transportion Construction Joint Stock Company
UPCOM,QTP,Công ty Cổ phần Nhiệt điện Quảng Ninh,Quang Ninh Thermal Power Joint Stock Company
HOSE,RAL,CTCP B.DEN PH.NUOC R.DONG,Rang Dong Light Sources and Vacuum Flask Joint Stock Company
UPCOM,RAT,Công ty Cổ phần Vận tải và Thương mại Đường sắt,Railway Transport and Trade Joint Stock Company
UPCOM,RBC,Công ty Cổ phần Công Nghiệp và Xuất nhập khẩu Cao Su,Rubber Industry & Import- Export Joint Stock Company
UPCOM,RCC,Công ty Cổ phần Tổng Công ty Công trình Đường sắt,Railway Construction Corporation Joint Stock Company
UPCOM,RCD,Công ty Cổ phần Xây dựng - Địa ốc Cao su,Rubber Real Estate Construction Joint Stock Company
HNX,RCL,Công ty Cổ phần Địa ốc Chợ Lớn,Cho Lon Real Estate Joint Stock Company
HOSE,RDP,CTCP RANG DONG HOLDING,Rang Dong Holding Joint-Stock Company
HOSE,REE,CTY CP CO DIEN LANH,Refrigeration Electrical Engineering Corporation
UPCOM,RIC,Công ty Cổ phần Quốc Tế Hoàng Gia,Royal International Joint Stock Corporation
UPCOM,RTB,Công ty Cổ phần Cao su Tân Biên,Tan Bien Rubber Joint Stock Company
UPCOM,S12,Công ty Cổ phần Sông Đà 12,Song Da No 12 Joint Stock Company
UPCOM,S27,Công ty Cổ phần Sông Đà 27,Song Da 27 Joint Stock Company
HOSE,S4A,CTCP THUY DIEN SE SAN 4A,SeSan 4A HydroElectric Joint Stock Company
HNX,S55,Công ty Cổ phần Sông Đà 505,Song Da 505 Joint Stock Company
UPCOM,S72,Công ty Cổ phần Sông Đà 7.02,Song Da 7.02 Hydroelectric Joint Stock Company
UPCOM,S74,Công ty Cổ phần Sông Đà 7.04,Song Da 7.04 Joint Stock Company
UPCOM,S96,Công ty Cổ phần Sông Đà 9.06,Song Da 9.06 Joint Stock Company
HNX,S99,Công ty Cổ phần SCI,SCI Joint Stock Company
HOSE,SAB,TONG CTCP BIA-RUOU-NGK SG,Saigon Beer - Alcohol - Beverage Corporation
UPCOM,SAC,Công ty Cổ phần Xếp dỡ và Dịch vụ cảng Sài Gòn,Sai Gon Port Stevedoring And Service Joint Stock Company
HNX,SAF,Công ty Cổ phần Lương thực Thực phẩm SAFOCO,Safoco Foodstuff Joint Stock Company
UPCOM,SAL,Công ty Cổ phần Trục vớt Cứu hộ Việt Nam,Viet Nam Salvage Joint Stock Company
HOSE,SAM,CTCP SAM HOLDINGS,SAM Holdings Corporation
UPCOM,SAP,Công ty Cổ phần In Sách Giáo khoa TP.Hồ Chí Minh,Textbook Printing Joint Stock Company in Ho Chi Minh City
UPCOM,SAS,Công ty Cổ phần Dịch vụ Hàng không Sân bay Tân Sơn Nhất,Southern Airports Services Joint Stock Company
HOSE,SAV,CTCP HT KT&XNK SAVIMEX,Savimex Corporation
UPCOM,SB1,Công ty Cổ phần Bia Sài Gòn - Nghệ Tĩnh,Sai Gon - Nghe Tinh Beer Joint Stock Company 
HOSE,SBA,CTCP SONG BA,Song Ba Joint Stock Company
UPCOM,SBB,Công ty cổ phần Tập đoàn Bia Sài Gòn Bình Tây,Saigon Binh Tay Beer Group Joint Stock Company
UPCOM,SBD,Công ty Cổ phần Công nghệ Sao Bắc Đẩu,SaoBacDau Technologies Corporation
HOSE,SBG,CTCP TD CO KHI CNC SIBA,Siba High-tech Mechanical Group Joint Stock Company
UPCOM,SBH,Công ty Cổ phần Thủy điện Sông Ba Hạ,Song Ba Ha Hydro Power Joint Stock Company
UPCOM,SBL,Công ty Cổ phần Bia Sài Gòn - Bạc Liêu,Sai Gon - Bac Lieu Beer Joint Stock Company
UPCOM,SBM,Công ty Cổ phần Đầu tư phát triển Bắc Minh,Bac Minh Development Investment Joint Stock Company
UPCOM,SBR,Công ty Cổ phần Cao su Sông Bé,Song Be Rubber Joint Stock Company
UPCOM,SBS,Công ty Cổ phần Chứng khoán SBS,SBS Securities Joint Stock Company
HOSE,SBT,CTCP THANH THANH CONG-BH,Thanh Thanh Cong - Bien Hoa Joint Stock Company
HOSE,SBV,CTCP SIAM BROTHERS VN,Siam Brothers Vietnam Joint Stock Company
HOSE,SC5,CTCP XAY DUNG SO 5,Construction Joint Stock Company No 5
UPCOM,SCC,Công ty Cổ phần Thương mại Đầu tư SHB,SHB Trading Investment Joint Stock Company
UPCOM,SCD,Công ty Cổ phần Nước giải khát Chương Dương,Chuong Duong Beverages Joint Stock Company
HNX,SCG,Công ty Cổ phần Tập đoàn Xây dựng SCG,SCG Construction Group Joint Stock Company
HNX,SCI,Công ty Cổ phần SCI E&C,SCI E&C Joint Stock Company
UPCOM,SCJ,Công ty Cổ phần Xi măng Sài Sơn,Sai Son Cement Joint Stock Company
UPCOM,SCL,Công ty Cổ phần Sông Đà Cao Cường,Song Da Cao Cuong Joint Stock Company
UPCOM,SCO,Công ty Cổ phần Công nghiệp Thủy sản,Seaproducts Mechnical Shareholding Company
HOSE,SCR,CTCP DIA OC SG THUONG TIN,Sai Gon Thuong Tin Real Estate Joint Stock Company
HOSE,SCS,CTCP DV HANG HOA SAI GON,Saigon Cargo Service Corporation
UPCOM,SCY,Công ty Cổ phần Đóng tàu Sông Cấm,Song Cam Shipbuilding Joint Stock Company
UPCOM,SD1,Công ty Cổ phần Sông Đà 1,Song Da 1 Joint Stock Company
UPCOM,SD2,Công ty Cổ phần Sông Đà 2,Song Da 2 Joint Stock Company
UPCOM,SD3,Công ty Cổ phần Sông Đà 3,Song Da 3 Joint Stock Company
UPCOM,SD4,Công ty Cổ phần Sông Đà 4,Song Da 4 Joint Stock Company
HNX,SD5,Công ty Cổ phần Sông Đà 5,Song Da No5 Joint Stock Company
HNX,SD6,Công ty Cổ phần Sông Đà 6,Song Da Joint Stock Company No 6
UPCOM,SD7,Công ty Cổ phần Sông Đà 7,Songda 7 Joint Stock Company
UPCOM,SD8,Công ty Cổ phần Sông Đà 8,Song Da Joint Stock Company No 8
HNX,SD9,Công ty Cổ phần Sông Đà 9,Song Da No9 Joint Stock Company
HNX,SDA,Công ty Cổ phần SIMCO Sông Đà,SIMCO Song Da Joint Stock Company
UPCOM,SDB,Công ty Cổ phần Sông Đà 207,Song Da 207 Joint Stock Company
HNX,SDC,Công ty Cổ phần Tư vấn Sông Đà,Song Da Consulting Joint Stock Company
UPCOM,SDD,Công ty Cổ phần Đầu tư và Xây lắp Sông Đà,Song Da Investment and Construction Joint Stock Company
HNX,SDG,Công ty Cổ phần Sadico Cần Thơ,Can Tho Sadico Joint Stock Corporation
UPCOM,SDJ,Công ty Cổ phần Sông Đà 25,Song Da No. 25 Joint Stock Company
UPCOM,SDK,Công ty Cổ phần Cơ khí Luyện Kim,Mechanical Engineering and Metallurgy Joint - Stock Company
HNX,SDN,Công ty Cổ phần Sơn Đồng Nai,Dong Nai Paint Corporation
UPCOM,SDP,Công ty Cổ phần SDP,SDP Joint Stock Company
UPCOM,SDT,Công ty Cổ phần Sông Đà 10,Song Da No 10 Joint Stock Company
HNX,SDU,Công ty Cổ phần Đầu tư Xây dựng và Phát triển Đô thị Sông Đà,Song Da Urban Investment Construction And Development Joint Stock Company
UPCOM,SDV,Công ty Cổ phần Dịch vụ Sonadezi,Sonadezi Service Joint Stock Company
UPCOM,SDX,Công ty Cổ phần Phòng cháy chữa cháy và Đầu tư Xây dựng Sông Đà,Song Da Investment Construction and Fire Prevention Joint Stock Company
UPCOM,SDY,Công ty Cổ phần Xi măng Sông Đà Yaly,Song Da Yaly Cement Joint Stock Company
UPCOM,SEA,Tổng Công ty Thủy sản Việt Nam - Công ty Cổ phần,Viet Nam Seaproducts Joint Stock Corporation
HNX,SEB,Công ty Cổ phần Đầu tư và Phát triển Điện Miền Trung,Mien Trung Power Investment and Development Joint Stock Company
HNX,SED,Công ty Cổ phần Đầu tư và Phát triển Giáo dục Phương Nam,Phuong Nam Education Investment and Development Joint Stock Company
UPCOM,SEP,Công ty Cổ phần Tổng Công ty Thương mại Quảng Trị,Quang Tri General Trading Joint Stock Company
HOSE,SFC,CTCP NHIEN LIEU SAI GON,Saigon Fuel Joint Stock Company
HOSE,SFG,CTCP PHAN BON MIEN NAM,The Southern Fertilizer Joint Stock Company
HOSE,SFI,CTCP DAI LY VAN TAI SAFI,Sea And Air Freight International
HNX,SFN,Công ty Cổ phần Dệt lưới Sài Gòn,Saigon Fishing Net Joint Stock Company
UPCOM,SGB,Ngân hàng Thương mại Cổ phần Sài Gòn Công thương,Saigon Bank For Industry and Trade Joint Stock Bank
HNX,SGC,Công ty Cổ phần Xuất nhập khẩu Sa Giang,Sa Giang Import Export Corporation
HNX,SGD,Công ty Cổ phần Sách Giáo dục tại Thành phố Hồ Chí Minh,Educational Book Joint Stock Company in Ho Chi Minh City
HNX,SGH,Công ty Cổ phần Khách sạn Sài Gòn,Saigon Hotel Corporation
UPCOM,SGI,Công ty Cổ phần Đầu tư phát triển Sài Gòn 3 Group,Sai Gon 3 Group Investment Development Joint Stock Company
HOSE,SGN,CTCP PV MAT DAT SAI GON,Saigon Ground Services Joint Stock Company
UPCOM,SGP,Công ty Cổ phần Cảng Sài Gòn,Sai Gon Port Joint Stock Company
HOSE,SGR,CTCP DIA OC SAI GON,Saigon Real Estate Group Joint Stock Company
UPCOM,SGS,Công ty Cổ phần Vận tải biển Sài Gòn,Saigon Shipping Joint Stock Company
HOSE,SGT,CTCP CN VIEN THONG SAIGON,Saigon Telecommunication And Technologies Corporation
HOSE,SHA,CTCP SON HA SAI GON,Son Ha Sai Gon Joint Stock Company
HOSE,SHB,NH TMCP SAI GON-HA NOI,Saigon-Hanoi Commercial Joint Stock Bank
UPCOM,SHC,Công ty Cổ phần Hàng hải Sài Gòn,Sai Gon Maritime Joint Stock Company
HNX,SHE,Công ty Cổ phần Phát triển Năng Lượng Sơn Hà,Son Ha Development of Renewable Energy Joint Stock Company
UPCOM,SHG,Tổng Công ty Cổ phần Sông Hồng,SongHong Joint Stock Corporation
HOSE,SHI,CTCP QUOC TE SON HA,Sonha International Corporation
